2025-07-25 13:43:11 | INFO | core.android_env_wrapper:__init__:36 | Using mock Android environment
2025-07-25 13:43:53 | INFO | agents.executor_agent:execute_subgoal:102 | Successfully executed subgoal 3
2025-07-25 13:43:54 | INFO | agents.verifier_agent:verify_execution:54 | Verifying execution of subgoal 3: Toggle Wi-Fi switch
2025-07-25 13:43:54 | INFO | core.logger:log_agent_action:135 | Agent verifier - verify_execution: Success=True, Time=0.000s
2025-07-25 13:43:54 | INFO | core.logger:log_verification_result:149 | Verification: Expected='Element state changed as expected', Actual='Element interaction completed successfully', Passed=True
2025-07-25 13:43:54 | INFO | agents.verifier_agent:verify_execution:99 | Verification PASSED for subgoal 3 (confidence: 0.95)
2025-07-25 13:43:54 | INFO | agents.planner_agent:mark_subgoal_completed:180 | Subgoal 3 completed: Toggle Wi-Fi switch
2025-07-25 13:43:54 | INFO | env_manager:execute_qa_task:124 | Subgoal 3 completed successfully
2025-07-25 13:43:54 | INFO | env_manager:execute_qa_task:106 | Step 4: Executing subgoal 4
2025-07-25 13:43:54 | INFO | agents.executor_agent:execute_subgoal:44 | Executing subgoal 4: Wait for toggle animation
2025-07-25 13:43:54 | INFO | core.logger:log_ui_interaction:145 | UI Interaction: touch on unknown -> success
2025-07-25 13:43:54 | INFO | core.logger:log_agent_action:135 | Agent executor - execute_subgoal: Success=True, Time=0.025s
2025-07-25 13:43:54 | INFO | agents.executor_agent:execute_subgoal:102 | Successfully executed subgoal 4
2025-07-25 13:43:54 | INFO | agents.verifier_agent:verify_execution:54 | Verifying execution of subgoal 4: Wait for toggle animation
2025-07-25 13:43:54 | INFO | core.logger:log_agent_action:135 | Agent verifier - verify_execution: Success=True, Time=0.001s
2025-07-25 13:43:54 | INFO | core.logger:log_verification_result:149 | Verification: Expected='Element state changed as expected', Actual='Element interaction completed successfully', Passed=True
2025-07-25 13:43:54 | INFO | agents.verifier_agent:verify_execution:99 | Verification PASSED for subgoal 4 (confidence: 0.95)
2025-07-25 13:43:54 | INFO | agents.planner_agent:mark_subgoal_completed:180 | Subgoal 4 completed: Wait for toggle animation
2025-07-25 13:43:54 | INFO | env_manager:execute_qa_task:124 | Subgoal 4 completed successfully
2025-07-25 13:43:54 | INFO | env_manager:execute_qa_task:106 | Step 5: Executing subgoal 5
2025-07-25 13:43:54 | INFO | agents.executor_agent:execute_subgoal:44 | Executing subgoal 5: Verify Wi-Fi status changed
2025-07-25 13:43:54 | INFO | core.logger:log_agent_action:135 | Agent executor - execute_subgoal: Success=False, Time=0.023s
2025-07-25 13:43:54 | ERROR | core.logger:log_agent_action:141 | Agent executor error: Unknown action type: failed
2025-07-25 13:43:54 | ERROR | agents.executor_agent:execute_subgoal:104 | Failed to execute subgoal 5: Unknown action type: failed
2025-07-25 13:43:54 | INFO | agents.verifier_agent:verify_execution:54 | Verifying execution of subgoal 5: Verify Wi-Fi status changed
2025-07-25 13:43:54 | INFO | core.logger:log_agent_action:135 | Agent verifier - verify_execution: Success=True, Time=0.001s
2025-07-25 13:43:54 | INFO | core.logger:log_verification_result:149 | Verification: Expected='No errors or loading states', Actual='Found 1 functional issues', Passed=False
2025-07-25 13:43:54 | INFO | agents.verifier_agent:verify_execution:99 | Verification FAILED for subgoal 5 (confidence: 0.50)
2025-07-25 13:43:54 | WARNING | env_manager:execute_qa_task:126 | Subgoal 5 verification failed
2025-07-25 13:43:54 | INFO | env_manager:_handle_verification_failure:224 | Attempting recovery for subgoal 5
2025-07-25 13:43:54 | INFO | env_manager:_handle_verification_failure:228 | Retrying execution
2025-07-25 13:43:54 | INFO | agents.executor_agent:execute_subgoal:44 | Executing subgoal 5: Verify Wi-Fi status changed
2025-07-25 13:43:54 | INFO | core.logger:log_agent_action:135 | Agent executor - execute_subgoal: Success=False, Time=0.026s
2025-07-25 13:43:54 | ERROR | core.logger:log_agent_action:141 | Agent executor error: Unknown action type: failed
2025-07-25 13:43:54 | ERROR | agents.executor_agent:execute_subgoal:104 | Failed to execute subgoal 5: Unknown action type: failed
2025-07-25 13:43:54 | INFO | core.logger:log_agent_action:135 | Agent planner - adapt_plan: Success=True, Time=0.002s
2025-07-25 13:43:54 | INFO | agents.planner_agent:adapt_plan:140 | Adapted plan due to: Verification failed: Execution failed
2025-07-25 13:43:54 | WARNING | agents.planner_agent:mark_subgoal_failed:190 | Subgoal 5 failed: Verification failed after recovery attempt
2025-07-25 13:43:54 | INFO | env_manager:execute_qa_task:103 | All subgoals completed
2025-07-25 13:43:54 | WARNING | env_manager:execute_qa_task:151 | Test plan incomplete
2025-07-25 13:43:54 | INFO | env_manager:execute_qa_task:155 | Phase 3: Analyzing episode
2025-07-25 13:43:54 | INFO | agents.supervisor_agent:analyze_episode:52 | Analyzing episode episode_1753465425_3
2025-07-25 13:43:54 | INFO | core.logger:log_agent_action:135 | Agent supervisor - analyze_episode: Success=True, Time=0.006s
2025-07-25 13:43:54 | INFO | agents.supervisor_agent:analyze_episode:103 | Episode analysis complete. Overall quality: 0.70
2025-07-25 13:43:54 | INFO | core.logger:end_episode:104 | Ended episode episode_1753465433_4: Success=False, Duration=0.34s, Steps=14
2025-07-25 13:43:54 | INFO | env_manager:execute_qa_task:195 | QA task completed. Success: False, Time: 0.35s, Steps: 5
